image,x1,y1,x2,y2,object_type,object_id,bx,by,bw,bh
Beverly_hills145.png,913,402,947,489,Pedestrian,6,0.667410714,0.47619047600000003,0.025297619,0.113756614
Beverly_hills145.png,846,52,970,177,Palm Tree,2,0.58296131,-0.012566138000000001,0.09300595199999999,0.165343915
Beverly_hills145.png,1084,9,1187,57,Street Lamp,3,0.768229167,-0.018518519,0.076636905,0.063492063
Beverly_hills145.png,723,73,808,138,Street Lamp,3,0.506324405,0.053571429000000004,0.063244048,0.085978836
Beverly_hills145.png,82,60,165,113,Street Lamp,3,0.030877976,0.046296295999999994,0.061755952,0.068783069
Beverly_hills145.png,1161,442,1208,502,Trash Can,9,0.8470982140000001,0.5462962960000001,0.034970238,0.079365079
Beverly_hills145.png,264,241,316,294,Flag,8,0.177827381,0.28505291,0.038690476,0.07010582
Beverly_hills390.png,647,419,752,500,Car,0,0.44308035700000004,0.500661376,0.078125,0.107142857
Beverly_hills390.png,576,406,651,467,Car,0,0.40178571399999996,0.49669312200000004,0.055059524000000006,0.080687831
Beverly_hills390.png,468,419,520,459,Car,0,0.329613095,0.5277777779999999,0.038690476,0.052910053
Beverly_hills390.png,523,412,555,442,Car,0,0.37723214299999996,0.525132275,0.023809524,0.03968254
Beverly_hills390.png,718,417,761,453,Car,0,0.517857143,0.5277777779999999,0.032738095,0.047619048
Beverly_hills390.png,630,361,652,392,Traffic Lights,5,0.46056547600000003,0.45833333299999995,0.016369048,0.041005291
Beverly_hills390.png,667,368,685,389,Traffic Lights,5,0.490327381,0.47288359799999996,0.013392857,0.027777778
Beverly_hills390.png,729,388,742,408,Traffic Lights,5,0.537574405,0.501322751,0.009672619,0.026455026
Beverly_hills390.png,939,57,1026,249,Street Sign,1,0.666294643,-0.052248677,0.06473214299999999,0.255291005
Beverly_hills390.png,897,405,931,459,Pedestrian,6,0.6555059520000001,0.501322751,0.025297619,0.071428571
Beverly_hills390.png,82,412,114,482,Pedestrian,6,0.04985119,0.498677249,0.023809524,0.092592593
Beverly_hills390.png,21,412,63,489,Pedestrian,6,0.0,0.494047619,0.03125,0.10185185199999999
Beverly_hills390.png,157,415,191,477,Pedestrian,6,0.10416666699999999,0.507936508,0.025297619,0.082010582
Beverly_hills390.png,184,412,208,474,Pedestrian,6,0.127604167,0.505291005,0.01860119,0.082010582
Beverly_hills390.png,714,9,822,98,Palm Tree,2,0.491071429,-0.046957672,0.08035714299999999,0.11772486800000001
Beverly_hills390.png,699,78,784,156,Palm Tree,2,0.488467262,0.051587302,0.063244048,0.103174603
Beverly_hills390.png,394,116,492,205,Palm Tree,2,0.256324405,0.09457672,0.073660714,0.11772486800000001
Beverly_hills390.png,526,205,589,264,Palm Tree,2,0.368675595,0.23346560800000002,0.046875,0.078042328
Beverly_hills390.png,660,246,706,291,Palm Tree,2,0.474702381,0.295634921,0.03422619,0.05952381
Beverly_hills390.png,243,171,290,222,Street Lamp,3,0.1640625,0.19378306899999997,0.034970238,0.067460317
Beverly_hills390.png,328,427,356,461,Trash Can,9,0.234375,0.541666667,0.020833333,0.046296295999999994
Beverly_hills390.png,432,420,494,444,Car,0,0.299107143,0.53968254,0.046130952,0.031746032
Beverly_hills390.png,440,293,484,326,Street Lamp,3,0.311755952,0.36574074100000004,0.032738095,0.04365079400000001
Beverly_hills390.png,767,272,814,353,Street Sign,1,0.5539434520000001,0.308201058,0.034970238,0.105820106
Beverly_hills384.png,460,402,896,740,Car,0,0.18080357100000002,0.307539683,0.324404762,0.44841269799999994
Beverly_hills384.png,17,432,374,720,Car,0,-0.119419643,0.382275132,0.265625,0.380952381
Beverly_hills384.png,262,415,369,497,Car,0,0.155133929,0.496031746,0.079613095,0.108465608
Beverly_hills384.png,145,421,245,501,Car,0,0.071428571,0.505291005,0.074404762,0.105820106
Beverly_hills384.png,13,421,126,514,Car,0,-0.032366071,0.497354497,0.08407738099999999,0.12169312199999999
Beverly_hills384.png,1002,82,1115,272,Traffic Lights,5,0.703497024,-0.015873016,0.08407738099999999,0.251322751
Beverly_hills384.png,958,119,1055,292,Traffic Lights,5,0.677455357,0.044312169000000005,0.07217261900000001,0.228835979
Beverly_hills384.png,890,7,974,109,Traffic Lights,5,0.6309523810000001,-0.056878307,0.0625,0.134920635
Beverly_hills384.png,969,255,1043,351,Street Sign,1,0.693452381,0.27380952399999997,0.055059524000000006,0.126984127
Beverly_hills384.png,788,294,851,374,Traffic Lights,5,0.562872024,0.337301587,0.046875,0.105820106
Beverly_hills384.png,750,359,780,399,Traffic Lights,5,0.546875,0.450396825,0.022321429,0.051587302
Beverly_hills384.png,604,284,629,338,Traffic Lights,5,0.43973214299999996,0.341269841,0.019345238,0.071428571
Beverly_hills384.png,500,287,526,326,Traffic Lights,5,0.363095238,0.35383597899999997,0.019345238,0.051587302
Beverly_hills384.png,873,409,932,514,Pedestrian,6,0.627604167,0.471560847,0.04389881,0.13888888900000002
Beverly_hills384.png,661,4,748,91,Palm Tree,2,0.459449405,-0.050925925999999996,0.06473214299999999,0.115079365
Beverly_hills384.png,665,88,750,150,Palm Tree,2,0.46316964299999996,0.07473545,0.063244048,0.083333333
Beverly_hills384.png,642,133,712,197,Palm Tree,2,0.452380952,0.133597884,0.052083332999999996,0.084656085
Beverly_hills384.png,637,172,703,227,Palm Tree,2,0.449404762,0.192460317,0.049107143,0.07275132299999999
Beverly_hills384.png,334,150,407,221,Palm Tree,2,0.221354167,0.153439153,0.054315475999999994,0.092592593
Beverly_hills384.png,226,63,316,148,Palm Tree,2,0.134672619,0.028439153,0.066964286,0.112433862
Beverly_hills384.png,457,242,508,294,Palm Tree,2,0.32068452399999997,0.28571428600000004,0.038690476,0.068783069
Beverly_hills384.png,628,326,686,351,Street Sign,1,0.446428571,0.416005291,0.043154762,0.033068783
Beverly_hills384.png,799,365,843,408,Street Sign,1,0.579241071,0.453703704,0.031994048,0.058201058
Beverly_hills384.png,635,3,710,24,Street Lamp,3,0.4453125,-0.008597884,0.055803570999999996,0.027777778
Beverly_hills384.png,419,315,457,347,Street Lamp,3,0.29724702399999997,0.395502646,0.029017857,0.042328042
Beverly_hills409.png,1013,414,1295,581,Car,0,0.648809524,0.438492063,0.20982142899999998,0.22089947100000001
Beverly_hills409.png,775,410,912,518,Car,0,0.52641369,0.470899471,0.101934524,0.14285714300000002
Beverly_hills409.png,633,419,733,506,Car,0,0.433779762,0.498015873,0.074404762,0.115079365
Beverly_hills409.png,332,420,479,522,Car,0,0.19308035699999998,0.489417989,0.109375,0.134920635
Beverly_hills409.png,259,418,387,509,Car,0,0.145833333,0.494047619,0.095238095,0.12037037
Beverly_hills409.png,582,416,617,460,Car,0,0.420014881,0.523148148,0.026041667,0.056878307
Beverly_hills409.png,514,424,550,455,Car,0,0.37016369,0.53968254,0.026041667,0.042328042
Beverly_hills409.png,494,424,535,457,Car,0,0.353050595,0.539021164,0.030505952000000003,0.04365079400000001
Beverly_hills409.png,394,119,478,271,Traffic Lights,5,0.261904762,0.058201058,0.0625,0.20105820100000002
Beverly_hills409.png,512,252,578,342,Traffic Lights,5,0.35602678600000004,0.275132275,0.04985119,0.11904761900000001
Beverly_hills409.png,69,156,151,311,Street Sign,1,0.02046131,0.10515873,0.061755952,0.205026455
Beverly_hills409.png,729,103,804,184,Palm Tree,2,0.515252976,0.083994709,0.055803570999999996,0.107142857
Beverly_hills409.png,495,184,554,239,Palm Tree,2,0.34635416700000005,0.207010582,0.04389881,0.07275132299999999
Beverly_hills409.png,683,238,728,285,Palm Tree,2,0.491071429,0.28505291,0.03422619,0.062169312000000004
Beverly_hills409.png,710,185,780,244,Palm Tree,2,0.503348214,0.20568783100000002,0.051339286,0.078042328
Beverly_hills409.png,583,294,618,325,Palm Tree,2,0.420758929,0.367724868,0.026041667,0.042328042
Beverly_hills409.png,87,41,203,116,Street Lamp,3,0.021577381,0.00462963,0.086309524,0.099206349
Beverly_hills409.png,855,117,966,158,Street Lamp,3,0.5944940479999999,0.128968254,0.083333333,0.054232804
Beverly_hills409.png,1014,319,1061,355,Street Sign,1,0.736979167,0.398148148,0.034970238,0.047619048
Beverly_hills409.png,1006,340,1070,368,Street Sign,1,0.724702381,0.430555556,0.047619048,0.038359788
Beverly_hills409.png,791,320,834,388,Street Sign,1,0.572544643,0.380291005,0.031994048,0.08862433900000001
Beverly_hills353.png,1002,436,1331,726,Car,0,0.6231398810000001,0.384920635,0.244791667,0.383597884
Beverly_hills353.png,1154,413,1339,524,Car,0,0.7898065479999999,0.47288359799999996,0.13764881,0.146825397
Beverly_hills353.png,900,420,1162,533,Car,0,0.57328869,0.48214285700000004,0.19419642899999998,0.149470899
Beverly_hills353.png,638,426,858,537,Car,0,0.39360119,0.491402116,0.163690476,0.146825397
Beverly_hills353.png,250,432,560,554,Car,0,0.071428571,0.49206349200000005,0.23065476199999999,0.161375661
Beverly_hills353.png,227,436,348,538,Car,0,0.124627976,0.511243386,0.090029762,0.133597884
Beverly_hills353.png,553,423,644,500,Car,0,0.37834821399999996,0.508597884,0.067708333,0.10185185199999999
Beverly_hills353.png,615,429,689,489,Car,0,0.430803571,0.5291005289999999,0.055059524000000006,0.079365079
Beverly_hills353.png,482,429,572,494,Car,0,0.32477678600000004,0.526455026,0.067708333,0.084656085
Beverly_hills353.png,1139,15,1209,134,Traffic Lights,5,0.822172619,-0.057539683,0.052083332999999996,0.157407407
Beverly_hills353.png,993,68,1071,192,Traffic Lights,5,0.710565476,0.007936508,0.058035714,0.164021164
Beverly_hills353.png,788,246,823,312,Traffic Lights,5,0.572916667,0.283068783,0.026785714,0.08730158699999999
Beverly_hills353.png,951,339,983,388,Traffic Lights,5,0.695684524,0.417328042,0.023809524,0.064814815
Beverly_hills353.png,1139,297,1188,383,Traffic Lights,5,0.829985119,0.335978836,0.036458332999999996,0.113756614
Beverly_hills353.png,112,315,151,381,Traffic Lights,5,0.069568452,0.374338624,0.029017857,0.08730158699999999
Beverly_hills353.png,1220,107,1339,176,Street Sign,1,0.863467262,0.097222222,0.08854166699999999,0.09126984099999999
Beverly_hills353.png,936,286,984,335,Street Sign,1,0.6785714290000001,0.345899471,0.035714286,0.064814815
Beverly_hills353.png,822,257,854,291,Street Sign,1,0.5997023810000001,0.316798942,0.023809524,0.046296295999999994
Beverly_hills353.png,119,261,172,311,Street Sign,1,0.068824405,0.311507937,0.039434524,0.067460317
Beverly_hills353.png,4,446,41,532,Pedestrian,6,-0.01078869,0.5330687829999999,0.027529762000000003,0.113756614
Beverly_hills353.png,280,454,308,522,Pedestrian,6,0.198660714,0.5555555560000001,0.020833333,0.08994709
Beverly_hills353.png,875,15,1049,173,Palm Tree,2,0.586309524,-0.08531746,0.12946428599999998,0.21031746
Beverly_hills353.png,600,247,678,328,Palm Tree,2,0.418154762,0.275132275,0.058035714,0.105820106
Beverly_hills353.png,500,255,585,328,Palm Tree,2,0.34040178600000004,0.289021164,0.063244048,0.09656084699999999
Beverly_hills353.png,748,312,798,342,Palm Tree,2,0.538690476,0.39285714299999996,0.037202381,0.03968254
Beverly_hills353.png,861,150,928,206,Street Lamp,3,0.6153273810000001,0.16071428599999998,0.050595238,0.075396825
Beverly_hills353.png,865,260,909,296,Street Lamp,3,0.628348214,0.32010582,0.031994048,0.047619048
Beverly_hills353.png,234,87,327,128,Street Lamp,3,0.139136905,0.089285714,0.069940476,0.054232804
Beverly_hills435.png,881,389,1256,635,Car,0,0.516741071,0.353174603,0.279017857,0.325396825
Beverly_hills435.png,756,410,891,509,Car,0,0.512276786,0.476851852,0.100446429,0.130952381
Beverly_hills435.png,668,395,756,463,Car,0,0.465029762,0.47751322799999996,0.06547619,0.08994709
Beverly_hills435.png,549,415,643,485,Car,0,0.374255952,0.502645503,0.069940476,0.092592593
Beverly_hills435.png,579,395,643,447,Car,0,0.40662202399999997,0.488095238,0.048363095,0.068783069
Beverly_hills435.png,289,339,314,361,Car,0,0.20684523800000001,0.435185185,0.017857143,0.029100529
Beverly_hills435.png,483,380,508,392,Car,0,0.350818452,0.494708995,0.01860119,0.015873016
Beverly_hills435.png,476,369,496,388,Car,0,0.347470238,0.475529101,0.014880952,0.025132275
Beverly_hills435.png,465,362,491,385,Car,0,0.33630952399999997,0.46494709,0.019345238,0.03042328
Beverly_hills435.png,452,360,471,376,Car,0,0.328869048,0.465608466,0.014880952,0.021164021
Beverly_hills435.png,441,356,464,372,Car,0,0.3203125,0.459656085,0.017113095,0.022486772000000002
Beverly_hills435.png,443,325,461,344,Traffic Lights,5,0.322916667,0.41666666700000005,0.013392857,0.026455026
Beverly_hills435.png,516,349,539,373,Traffic Lights,5,0.376488095,0.44576719600000003,0.016369048,0.031746032
Beverly_hills435.png,945,182,1043,279,Street Sign,1,0.666666667,0.177910053,0.072916667,0.128306878
Beverly_hills435.png,970,318,1017,384,Street Sign,1,0.704985119,0.37830687799999996,0.034970238,0.08730158699999999
Beverly_hills435.png,16,154,118,260,Street Sign,1,-0.025297619,0.133597884,0.07589285700000001,0.14021164
Beverly_hills435.png,909,91,987,136,Street Lamp,3,0.648065476,0.090608466,0.058035714,0.05952381
Beverly_hills435.png,72,91,160,131,Street Lamp,3,0.021577381,0.095238095,0.06547619,0.052910053
Beverly_hills435.png,660,257,707,284,Street Lamp,3,0.47433035700000004,0.322089947,0.034970238,0.035714286
Beverly_hills421.png,819,438,1017,575,Car,0,0.535342262,0.490079365,0.148065476,0.18121693100000003
Beverly_hills421.png,711,434,804,495,Car,0,0.49441964299999996,0.533730159,0.069196429,0.080687831
Beverly_hills421.png,691,420,759,468,Car,0,0.48958333299999995,0.525132275,0.050595238,0.063492063
Beverly_hills421.png,597,420,651,463,Car,0,0.42485119,0.528439153,0.040178571,0.056878307
Beverly_hills421.png,196,422,310,498,Car,0,0.10342261900000001,0.507936508,0.084821429,0.100529101
Beverly_hills421.png,10,423,145,528,Car,0,-0.042782738,0.491402116,0.100446429,0.13888888900000002
Beverly_hills421.png,1151,420,1330,643,Car,0,0.7898065479999999,0.409391534,0.133184524,0.294973545
Beverly_hills421.png,655,422,682,453,Car,0,0.477306548,0.539021164,0.020089286,0.041005291
Beverly_hills421.png,578,430,600,447,Car,0,0.421875,0.558862434,0.016369048,0.022486772000000002
Beverly_hills421.png,594,426,619,448,Car,0,0.433407738,0.55026455,0.01860119,0.029100529
Beverly_hills421.png,529,412,592,450,Bus,11,0.370907738,0.521164021,0.046875,0.05026455
Beverly_hills421.png,881,316,961,343,Street Sign,1,0.6268601189999999,0.400132275,0.058779762,0.035714286
Beverly_hills421.png,912,347,958,393,Street Sign,1,0.6622023810000001,0.42791005299999996,0.03422619,0.062169312000000004
Beverly_hills421.png,780,388,810,419,Street Sign,1,0.568824405,0.494047619,0.023065476,0.041005291
Beverly_hills421.png,289,297,337,375,Street Sign,1,0.197172619,0.340608466,0.035714286,0.104497354
Beverly_hills421.png,778,111,846,185,Palm Tree,2,0.553571429,0.099206349,0.050595238,0.097883598
Beverly_hills421.png,721,168,793,249,Palm Tree,2,0.5096726189999999,0.169973545,0.053571429000000004,0.107142857
Beverly_hills421.png,696,262,741,307,Palm Tree,2,0.5007440479999999,0.316798942,0.03422619,0.05952381
Beverly_hills421.png,473,178,531,238,Palm Tree,2,0.330357143,0.197089947,0.043154762,0.079365079
Beverly_hills421.png,390,139,473,225,Palm Tree,2,0.260044643,0.126984127,0.061755952,0.113756614
Beverly_hills421.png,526,260,574,306,Palm Tree,2,0.373511905,0.31547619,0.035714286,0.05952381
Beverly_hills421.png,844,165,889,208,Street Lamp,3,0.6112351189999999,0.189814815,0.033482143,0.056878307
Beverly_hills421.png,305,238,356,281,Street Lamp,3,0.20796131,0.28571428600000004,0.037946429,0.058201058
Beverly_hills347.png,516,421,692,554,Car,0,0.318452381,0.470238095,0.130952381,0.175925926
Beverly_hills347.png,131,430,423,604,Car,0,-0.011160713999999999,0.453703704,0.217261905,0.23015873
Beverly_hills347.png,692,419,768,470,Car,0,0.48660714299999996,0.5218253970000001,0.056547619,0.067460317
Beverly_hills347.png,794,424,848,455,Car,0,0.571800595,0.53968254,0.039434524,0.042328042
Beverly_hills347.png,842,423,881,454,Car,0,0.612723214,0.540343915,0.029017857,0.041005291
Beverly_hills347.png,878,424,917,448,Car,0,0.6398809520000001,0.544973545,0.02827381,0.031746032
Beverly_hills347.png,949,351,971,373,Traffic Lights,5,0.697544643,0.451058201,0.017113095,0.029100529
Beverly_hills347.png,687,342,751,366,Street Sign,1,0.48697916700000005,0.436507937,0.048363095,0.031746032
Beverly_hills347.png,701,360,729,386,Street Sign,1,0.511904762,0.46031746,0.020833333,0.034391534
Beverly_hills347.png,488,347,523,402,Street Sign,1,0.350074405,0.422619048,0.026041667,0.07275132299999999
Beverly_hills347.png,452,339,478,396,Street Sign,1,0.326636905,0.41203703700000005,0.019345238,0.075396825
Beverly_hills347.png,344,320,383,388,Street Sign,1,0.2421875,0.377645503,0.029017857,0.09126984099999999
Beverly_hills347.png,571,359,608,401,Street Sign,1,0.41108631,0.44708994700000004,0.027529762000000003,0.055555556
Beverly_hills347.png,1115,413,1150,490,Pedestrian,6,0.816592262,0.497354497,0.026041667,0.100529101
Beverly_hills347.png,1087,420,1124,497,Pedestrian,6,0.795014881,0.50462963,0.027529762000000003,0.10185185199999999
Beverly_hills347.png,915,16,1108,202,Palm Tree,2,0.609747024,-0.100529101,0.14360119,0.24603174600000002
Beverly_hills347.png,525,18,695,154,Palm Tree,2,0.328125,-0.066137566,0.126488095,0.17989418
Beverly_hills347.png,827,329,869,369,Palm Tree,2,0.5997023810000001,0.408730159,0.03125,0.052910053
Beverly_hills347.png,858,35,976,85,Street Lamp,3,0.5944940479999999,0.01521164,0.08779761900000001,0.064814815
Beverly_hills347.png,734,219,795,254,Street Lamp,3,0.5234375,0.266534392,0.045386905,0.046296295999999994
Beverly_hills347.png,900,245,960,280,Street Lamp,3,0.648065476,0.30224867699999997,0.044642857,0.046296295999999994
Beverly_hills347.png,204,288,260,382,Street Sign,1,0.130952381,0.32010582,0.041666667000000004,0.12433862400000001
Beverly_hills437.png,815,416,1053,590,Car,0,0.51860119,0.43716931200000003,0.177083333,0.228835979
Beverly_hills437.png,1043,446,1190,529,Car,0,0.721354167,0.536375661,0.109375,0.10978836
Beverly_hills437.png,622,431,704,499,Car,0,0.43229166700000005,0.526455026,0.061011905,0.08994709
Beverly_hills437.png,578,427,629,468,Car,0,0.41108631,0.539021164,0.037946429,0.054232804
Beverly_hills437.png,512,426,558,457,Car,0,0.36495535700000004,0.544312169,0.033482143,0.041005291
Beverly_hills437.png,107,410,230,497,Car,0,0.033854167000000004,0.48478836,0.091517857,0.115079365
Beverly_hills437.png,229,419,303,476,Car,0,0.14360119,0.517857143,0.055059524000000006,0.075396825
Beverly_hills437.png,287,421,340,467,Car,0,0.193824405,0.528439153,0.039434524,0.05952381
Beverly_hills437.png,417,422,451,447,Car,0,0.298363095,0.542989418,0.025297619,0.033068783
Beverly_hills437.png,289,280,332,305,Street Lamp,3,0.19903273800000001,0.35515873,0.031994048,0.033068783
Beverly_hills351.png,673,419,925,535,Car,0,0.407738095,0.47883597899999997,0.1875,0.153439153
Beverly_hills351.png,661,422,748,503,Car,0,0.459449405,0.5059523810000001,0.06473214299999999,0.107142857
Beverly_hills351.png,558,421,656,509,Car,0,0.378720238,0.5,0.072916667,0.116402116
Beverly_hills351.png,493,427,569,495,Car,0,0.33854166700000005,0.51984127,0.056547619,0.08994709
Beverly_hills351.png,407,435,516,514,Car,0,0.263020833,0.524470899,0.08110119,0.104497354
Beverly_hills351.png,230,441,362,546,Car,0,0.121651786,0.51521164,0.09895833300000001,0.13888888900000002
Beverly_hills351.png,1253,424,1338,502,Car,0,0.900669643,0.508597884,0.063244048,0.104497354
Beverly_hills351.png,1188,413,1332,497,Car,0,0.83110119,0.49206349200000005,0.107142857,0.111111111
Beverly_hills351.png,1134,12,1217,142,Traffic Lights,5,0.8136160709999999,-0.07010582,0.061755952,0.171957672
Beverly_hills351.png,997,69,1068,184,Traffic Lights,5,0.716145833,0.017195767,0.052827381,0.150793651
Beverly_hills351.png,784,245,827,315,Traffic Lights,5,0.56733631,0.27777777800000003,0.031994048,0.092592593
Beverly_hills351.png,945,340,985,391,Traffic Lights,5,0.687872024,0.417328042,0.030505952000000003,0.067460317
Beverly_hills351.png,1135,300,1188,380,Traffic Lights,5,0.825520833,0.343915344,0.039434524,0.105820106
Beverly_hills351.png,109,319,155,383,Traffic Lights,5,0.06473214299999999,0.37962963,0.03422619,0.084656085
Beverly_hills351.png,817,257,854,293,Street Sign,1,0.594122024,0.31613756600000004,0.027529762000000003,0.047619048
Beverly_hills351.png,935,291,981,335,Street Sign,1,0.679315476,0.35714285700000004,0.03422619,0.058201058
Beverly_hills351.png,1224,104,1335,169,Street Sign,1,0.869419643,0.09457672,0.082589286,0.085978836
Beverly_hills351.png,118,257,173,316,Street Sign,1,0.06808035700000001,0.300925926,0.040922619,0.078042328
Beverly_hills351.png,604,325,640,386,Street Sign,1,0.436755952,0.389550265,0.026785714,0.080687831
Beverly_hills351.png,452,366,662,743,Pedestrian,6,0.258928571,0.23478836,0.15625,0.498677249
Beverly_hills351.png,984,391,1150,736,Pedestrian,6,0.670386905,0.290343915,0.123511905,0.456349206
Beverly_hills351.png,1084,393,1183,647,Pedestrian,6,0.770833333,0.353174603,0.072916667,0.335978836
Beverly_hills351.png,1173,392,1291,599,Pedestrian,6,0.8288690479999999,0.38161375700000005,0.08779761900000001,0.27380952399999997
Beverly_hills351.png,726,422,753,486,Pedestrian,6,0.530133929,0.515873016,0.020089286,0.084656085
Beverly_hills351.png,885,28,1038,155,Palm Tree,2,0.6015625,-0.045634920999999995,0.113839286,0.167989418
Beverly_hills351.png,503,247,584,328,Palm Tree,2,0.344866071,0.275132275,0.060267857,0.105820106
Beverly_hills351.png,593,247,689,312,Palm Tree,2,0.40625,0.283730159,0.071428571,0.085978836
Beverly_hills351.png,742,308,791,345,Palm Tree,2,0.534598214,0.38293650799999995,0.036458332999999996,0.048941799
Beverly_hills351.png,889,315,932,351,Palm Tree,2,0.645089286,0.39285714299999996,0.032738095,0.047619048
Beverly_hills351.png,851,159,939,208,Street Lamp,3,0.601190476,0.177910053,0.06547619,0.064814815
Beverly_hills351.png,235,77,331,130,Street Lamp,3,0.138764881,0.068121693,0.07217261900000001,0.07010582
Beverly_hills351.png,864,259,916,287,Street Lamp,3,0.6242559520000001,0.325396825,0.038690476,0.037037037
Beverly_hills351.png,608,280,674,320,Street Lamp,3,0.427827381,0.343915344,0.049107143,0.052910053
Beverly_hills351.png,977,454,1003,487,Fire Hydrant,7,0.7180059520000001,0.5787037039999999,0.019345238,0.04365079400000001
Beverly_hills351.png,9,356,300,542,Minivan,4,-0.100446429,0.34788359799999996,0.21577381,0.24603174600000002
Beverly_hills345.png,1053,382,1159,522,Street Sign,1,0.744047619,0.414021164,0.078869048,0.185185185
Beverly_hills345.png,762,159,909,218,Street Sign,1,0.512276786,0.17063492100000002,0.109375,0.079365079
Beverly_hills345.png,839,315,887,356,Street Sign,1,0.60639881,0.389550265,0.035714286,0.054232804
Beverly_hills345.png,849,355,886,394,Street Sign,1,0.618675595,0.443783069,0.027529762000000003,0.051587302
Beverly_hills345.png,285,79,438,230,Palm Tree,2,0.155133929,0.00462963,0.113839286,0.19973545
Beverly_hills345.png,539,239,617,314,Palm Tree,2,0.37202381,0.266534392,0.058035714,0.099206349
Beverly_hills345.png,606,285,672,346,Palm Tree,2,0.42633928600000004,0.33664021200000005,0.049107143,0.080687831
Beverly_hills345.png,659,300,710,351,Palm Tree,2,0.47098214299999996,0.364417989,0.038690476,0.067460317
Beverly_hills345.png,709,314,753,356,Palm Tree,2,0.511904762,0.38756613799999995,0.032738095,0.055555556
Beverly_hills345.png,734,252,789,289,Street Lamp,3,0.525669643,0.30886243399999996,0.040922619,0.048941799
Beverly_hills345.png,423,270,484,305,Street Lamp,3,0.291666667,0.33531746,0.046130952,0.046296295999999994
Beverly_hills345.png,391,434,498,510,Car,0,0.251860119,0.523809524,0.079613095,0.100529101
Beverly_hills345.png,60,446,217,567,Car,0,-0.01264881,0.509920635,0.116071429,0.16005291
Beverly_hills345.png,524,428,588,477,Car,0,0.365699405,0.533730159,0.048363095,0.064814815
Beverly_hills345.png,631,426,680,466,Car,0,0.452380952,0.537037037,0.035714286,0.052910053
Beverly_hills345.png,697,422,741,456,Car,0,0.503348214,0.535714286,0.031994048,0.044973545
Beverly_hills345.png,509,321,544,365,Traffic Lights,5,0.365699405,0.395502646,0.026041667,0.058201058
Beverly_hills345.png,708,358,737,388,Traffic Lights,5,0.515997024,0.453703704,0.021577381,0.03968254
Beverly_hills345.png,881,407,908,469,Pedestrian,6,0.645089286,0.499338624,0.020833333,0.080687831
Beverly_hills345.png,846,411,877,474,Pedestrian,6,0.6179315479999999,0.503306878,0.023065476,0.083333333
Beverly_hills345.png,755,325,810,374,Palm Tree,2,0.54203869,0.396825397,0.040922619,0.066137566
Beverly_hills423.png,764,426,904,544,Car,0,0.515997024,0.48478836,0.104910714,0.157407407
Beverly_hills423.png,730,423,819,501,Car,0,0.51078869,0.509259259,0.066220238,0.103174603
Beverly_hills423.png,693,418,748,453,Car,0,0.495907738,0.531084656,0.040922619,0.046296295999999994
Beverly_hills423.png,621,434,733,540,Car,0,0.421130952,0.505291005,0.083333333,0.14021164
Beverly_hills423.png,1155,472,1333,743,Car,0,0.794270833,0.446428571,0.131696429,0.358465608
Beverly_hills423.png,571,419,643,482,Car,0,0.39806547600000003,0.513888889,0.053571429000000004,0.083333333
Beverly_hills423.png,384,439,515,532,Car,0,0.236979167,0.521164021,0.097470238,0.12169312199999999
Beverly_hills423.png,352,418,458,500,Car,0,0.22247023800000001,0.5,0.078869048,0.108465608
Beverly_hills423.png,16,418,204,651,Car,0,-0.057291667000000004,0.400132275,0.139880952,0.308201058
Beverly_hills423.png,32,408,284,557,Minivan,4,-0.069196429,0.44246031700000005,0.1875,0.197089947
Beverly_hills423.png,1108,305,1164,395,Traffic Lights,5,0.803199405,0.345238095,0.042410714,0.11904761900000001
Beverly_hills423.png,534,145,617,244,Traffic Lights,5,0.3671875,0.125661376,0.061755952,0.132275132
Beverly_hills423.png,760,149,835,248,Traffic Lights,5,0.538690476,0.131613757,0.055059524000000006,0.130952381
Beverly_hills423.png,892,249,1030,292,Street Sign,1,0.613095238,0.30224867699999997,0.102678571,0.056878307
Beverly_hills423.png,734,75,814,152,Palm Tree,2,0.515997024,0.05026455,0.060267857,0.100529101
Beverly_hills423.png,772,102,850,172,Palm Tree,2,0.546502976,0.08862433900000001,0.057291667000000004,0.092592593
Beverly_hills423.png,361,54,446,129,Palm Tree,2,0.23660714300000002,0.023148147999999997,0.063988095,0.099206349
Beverly_hills423.png,311,12,420,90,Palm Tree,2,0.19159226199999999,-0.036375661000000004,0.08110119,0.104497354
Beverly_hills423.png,427,145,491,210,Palm Tree,2,0.29352678600000004,0.150132275,0.048363095,0.085978836
Beverly_hills423.png,731,206,784,252,Palm Tree,2,0.5241815479999999,0.243386243,0.039434524,0.06084656099999999
Beverly_hills423.png,697,233,756,284,Palm Tree,2,0.49776785700000004,0.27579365100000003,0.043154762,0.067460317
Beverly_hills423.png,591,305,673,365,Palm Tree,2,0.40885416700000005,0.365079365,0.061755952,0.079365079
Beverly_hills423.png,856,7,944,44,Street Lamp,3,0.603794643,-0.01521164,0.066220238,0.048941799
Beverly_hills423.png,1086,458,1125,536,Road Block,13,0.794270833,0.556216931,0.029017857,0.10185185199999999
Beverly_hills423.png,1130,455,1158,529,Road Block,13,0.83110119,0.552910053,0.020833333,0.097883598
Beverly_hills379.png,835,443,1048,567,Car,0,0.541666667,0.503968254,0.15922619,0.164021164
