,tiff_file,layer_name,x_pixel,y_pixel,original_image,x_pixel_end,y_pixel_end
86288,StitchMICE_ORKsi16_3_1103_CP_FINAL_832_832_15.tif,01 Whitecoats,234.0,769.0,StitchMICE_ORKsi16_3_1103_CP_FINAL.tif,294.0,829.0
86345,StitchMICE_ORKsi16_3_1103_CP_FINAL_832_832_15.tif,01 Whitecoats,-30.0,508.0,StitchMICE_ORKsi16_3_1103_CP_FINAL.tif,30.0,568.0
86349,StitchMICE_ORKsi16_3_1103_CP_FINAL_832_832_15.tif,01 Whitecoats,274.0,414.0,StitchMICE_ORKsi16_3_1103_CP_FINAL.tif,334.0,474.0
86350,StitchMICE_ORKsi16_3_1103_CP_FINAL_832_832_15.tif,01 Whitecoats,485.0,340.0,StitchMICE_ORKsi16_3_1103_CP_FINAL.tif,545.0,400.0
46906,StitchMICE_OHsh16_2_1022_CP_FINAL_832_832_5.tif,02 Moulted,473.0,202.0,StitchMICE_OHsh16_2_1022_CP_FINAL.tif,533.0,262.0
46566,StitchMICE_OHsh16_2_1022_CP_FINAL_832_832_20.tif,01 Whitecoats,123.0,746.0,StitchMICE_OHsh16_2_1022_CP_FINAL.tif,183.0,806.0
46502,StitchMICE_OHsh16_2_1022_CP_FINAL_832_832_23.tif,01 Whitecoats,721.0,613.0,StitchMICE_OHsh16_2_1022_CP_FINAL.tif,781.0,673.0
46526,StitchMICE_OHsh16_2_1022_CP_FINAL_832_832_23.tif,01 Whitecoats,370.0,35.0,StitchMICE_OHsh16_2_1022_CP_FINAL.tif,430.0,95.0
46793,StitchMICE_OHsh16_2_1022_CP_FINAL_832_832_23.tif,02 Moulted,246.0,482.0,StitchMICE_OHsh16_2_1022_CP_FINAL.tif,306.0,542.0
46794,StitchMICE_OHsh16_2_1022_CP_FINAL_832_832_23.tif,02 Moulted,119.0,671.0,StitchMICE_OHsh16_2_1022_CP_FINAL.tif,179.0,731.0
46797,StitchMICE_OHsh16_2_1022_CP_FINAL_832_832_23.tif,02 Moulted,658.0,563.0,StitchMICE_OHsh16_2_1022_CP_FINAL.tif,718.0,623.0
46803,StitchMICE_OHsh16_2_1022_CP_FINAL_832_832_23.tif,02 Moulted,438.0,36.0,StitchMICE_OHsh16_2_1022_CP_FINAL.tif,498.0,96.0
46936,StitchMICE_OHsh16_2_1022_CP_FINAL_832_832_23.tif,03 Dead Pups,585.0,299.0,StitchMICE_OHsh16_2_1022_CP_FINAL.tif,645.0,359.0
46487,StitchMICE_OHsh16_2_1022_CP_FINAL_832_832_24.tif,01 Whitecoats,256.0,704.0,StitchMICE_OHsh16_2_1022_CP_FINAL.tif,316.0,764.0
46500,StitchMICE_OHsh16_2_1022_CP_FINAL_832_832_24.tif,01 Whitecoats,5.0,350.0,StitchMICE_OHsh16_2_1022_CP_FINAL.tif,65.0,410.0
46504,StitchMICE_OHsh16_2_1022_CP_FINAL_832_832_24.tif,01 Whitecoats,168.0,42.0,StitchMICE_OHsh16_2_1022_CP_FINAL.tif,228.0,102.0
46505,StitchMICE_OHsh16_2_1022_CP_FINAL_832_832_24.tif,01 Whitecoats,328.0,90.0,StitchMICE_OHsh16_2_1022_CP_FINAL.tif,388.0,150.0
46506,StitchMICE_OHsh16_2_1022_CP_FINAL_832_832_24.tif,01 Whitecoats,500.0,150.0,StitchMICE_OHsh16_2_1022_CP_FINAL.tif,560.0,210.0
46788,StitchMICE_OHsh16_2_1022_CP_FINAL_832_832_24.tif,02 Moulted,61.0,684.0,StitchMICE_OHsh16_2_1022_CP_FINAL.tif,121.0,744.0
46795,StitchMICE_OHsh16_2_1022_CP_FINAL_832_832_24.tif,02 Moulted,61.0,277.0,StitchMICE_OHsh16_2_1022_CP_FINAL.tif,121.0,337.0
46798,StitchMICE_OHsh16_2_1022_CP_FINAL_832_832_24.tif,02 Moulted,-22.0,272.0,StitchMICE_OHsh16_2_1022_CP_FINAL.tif,38.0,332.0
81681,StitchMICE_ORKnf16_2_1103_CP_FINAL_832_832_0.tif,01 Whitecoats,421.0,625.0,StitchMICE_ORKnf16_2_1103_CP_FINAL.tif,481.0,685.0
49737,StitchMICE_OHst16_4_1118_CP_FINAL_832_832_10.tif,02 Moulted,312.0,642.0,StitchMICE_OHst16_4_1118_CP_FINAL.tif,372.0,702.0
49739,StitchMICE_OHst16_4_1118_CP_FINAL_832_832_10.tif,02 Moulted,656.0,755.0,StitchMICE_OHst16_4_1118_CP_FINAL.tif,716.0,815.0
49740,StitchMICE_OHst16_4_1118_CP_FINAL_832_832_10.tif,02 Moulted,704.0,644.0,StitchMICE_OHst16_4_1118_CP_FINAL.tif,764.0,704.0
49681,StitchMICE_OHst16_4_1118_CP_FINAL_832_832_12.tif,01 Whitecoats,94.0,500.0,StitchMICE_OHst16_4_1118_CP_FINAL.tif,154.0,560.0
49722,StitchMICE_OHst16_4_1118_CP_FINAL_832_832_13.tif,02 Moulted,88.0,283.0,StitchMICE_OHst16_4_1118_CP_FINAL.tif,148.0,343.0
49709,StitchMICE_OHst16_4_1118_CP_FINAL_832_832_14.tif,02 Moulted,439.0,768.0,StitchMICE_OHst16_4_1118_CP_FINAL.tif,499.0,828.0
2401,StitchMICE_FoFim16_3_1102_CP_FINAL_832_832_13.tif,01 Whitecoats,83.0,2.0,StitchMICE_FoFim16_3_1102_CP_FINAL.tif,143.0,62.0
2402,StitchMICE_FoFim16_3_1102_CP_FINAL_832_832_13.tif,01 Whitecoats,575.0,126.0,StitchMICE_FoFim16_3_1102_CP_FINAL.tif,635.0,186.0
2392,StitchMICE_FoFim16_3_1102_CP_FINAL_832_832_14.tif,01 Whitecoats,93.0,130.0,StitchMICE_FoFim16_3_1102_CP_FINAL.tif,153.0,190.0
2393,StitchMICE_FoFim16_3_1102_CP_FINAL_832_832_14.tif,01 Whitecoats,222.0,219.0,StitchMICE_FoFim16_3_1102_CP_FINAL.tif,282.0,279.0
2335,StitchMICE_FoFim16_3_1102_CP_FINAL_832_832_16.tif,01 Whitecoats,511.0,80.0,StitchMICE_FoFim16_3_1102_CP_FINAL.tif,571.0,140.0
2336,StitchMICE_FoFim16_3_1102_CP_FINAL_832_832_16.tif,01 Whitecoats,269.0,73.0,StitchMICE_FoFim16_3_1102_CP_FINAL.tif,329.0,133.0
2337,StitchMICE_FoFim16_3_1102_CP_FINAL_832_832_16.tif,01 Whitecoats,254.0,383.0,StitchMICE_FoFim16_3_1102_CP_FINAL.tif,314.0,443.0
2304,StitchMICE_FoFim16_3_1102_CP_FINAL_832_832_17.tif,01 Whitecoats,321.0,660.0,StitchMICE_FoFim16_3_1102_CP_FINAL.tif,381.0,720.0
2305,StitchMICE_FoFim16_3_1102_CP_FINAL_832_832_17.tif,01 Whitecoats,337.0,715.0,StitchMICE_FoFim16_3_1102_CP_FINAL.tif,397.0,775.0
2306,StitchMICE_FoFim16_3_1102_CP_FINAL_832_832_17.tif,01 Whitecoats,270.0,780.0,StitchMICE_FoFim16_3_1102_CP_FINAL.tif,330.0,840.0
2314,StitchMICE_FoFim16_3_1102_CP_FINAL_832_832_17.tif,01 Whitecoats,24.0,282.0,StitchMICE_FoFim16_3_1102_CP_FINAL.tif,84.0,342.0
2315,StitchMICE_FoFim16_3_1102_CP_FINAL_832_832_17.tif,01 Whitecoats,89.0,259.0,StitchMICE_FoFim16_3_1102_CP_FINAL.tif,149.0,319.0
2316,StitchMICE_FoFim16_3_1102_CP_FINAL_832_832_17.tif,01 Whitecoats,154.0,410.0,StitchMICE_FoFim16_3_1102_CP_FINAL.tif,214.0,470.0
2318,StitchMICE_FoFim16_3_1102_CP_FINAL_832_832_17.tif,01 Whitecoats,150.0,35.0,StitchMICE_FoFim16_3_1102_CP_FINAL.tif,210.0,95.0
2320,StitchMICE_FoFim16_3_1102_CP_FINAL_832_832_17.tif,01 Whitecoats,30.0,118.0,StitchMICE_FoFim16_3_1102_CP_FINAL.tif,90.0,178.0
61168,StitchMICE_ORKfh16_2_1023_CP_FINAL_832_832_9.tif,01 Whitecoats,23.0,183.0,StitchMICE_ORKfh16_2_1023_CP_FINAL.tif,83.0,243.0
61101,StitchMICE_ORKfh16_2_1023_CP_FINAL_832_832_10.tif,01 Whitecoats,524.0,693.0,StitchMICE_ORKfh16_2_1023_CP_FINAL.tif,584.0,753.0
61102,StitchMICE_ORKfh16_2_1023_CP_FINAL_832_832_10.tif,01 Whitecoats,311.0,645.0,StitchMICE_ORKfh16_2_1023_CP_FINAL.tif,371.0,705.0
61097,StitchMICE_ORKfh16_2_1023_CP_FINAL_832_832_11.tif,01 Whitecoats,736.0,415.0,StitchMICE_ORKfh16_2_1023_CP_FINAL.tif,796.0,475.0
61054,StitchMICE_ORKfh16_2_1023_CP_FINAL_832_832_12.tif,01 Whitecoats,399.0,292.0,StitchMICE_ORKfh16_2_1023_CP_FINAL.tif,459.0,352.0
61055,StitchMICE_ORKfh16_2_1023_CP_FINAL_832_832_12.tif,01 Whitecoats,451.0,492.0,StitchMICE_ORKfh16_2_1023_CP_FINAL.tif,511.0,552.0
61040,StitchMICE_ORKfh16_2_1023_CP_FINAL_832_832_13.tif,01 Whitecoats,611.0,181.0,StitchMICE_ORKfh16_2_1023_CP_FINAL.tif,671.0,241.0
61041,StitchMICE_ORKfh16_2_1023_CP_FINAL_832_832_13.tif,01 Whitecoats,693.0,268.0,StitchMICE_ORKfh16_2_1023_CP_FINAL.tif,753.0,328.0
61042,StitchMICE_ORKfh16_2_1023_CP_FINAL_832_832_13.tif,01 Whitecoats,-8.0,494.0,StitchMICE_ORKfh16_2_1023_CP_FINAL.tif,52.0,554.0
61030,StitchMICE_ORKfh16_2_1023_CP_FINAL_832_832_14.tif,01 Whitecoats,-8.0,468.0,StitchMICE_ORKfh16_2_1023_CP_FINAL.tif,52.0,528.0
61031,StitchMICE_ORKfh16_2_1023_CP_FINAL_832_832_14.tif,01 Whitecoats,213.0,343.0,StitchMICE_ORKfh16_2_1023_CP_FINAL.tif,273.0,403.0
61032,StitchMICE_ORKfh16_2_1023_CP_FINAL_832_832_14.tif,01 Whitecoats,355.0,132.0,StitchMICE_ORKfh16_2_1023_CP_FINAL.tif,415.0,192.0
61033,StitchMICE_ORKfh16_2_1023_CP_FINAL_832_832_14.tif,01 Whitecoats,41.0,601.0,StitchMICE_ORKfh16_2_1023_CP_FINAL.tif,101.0,661.0
61335,StitchMICE_ORKfh16_2_1023_CP_FINAL_832_832_14.tif,03 Dead Pups,-12.0,124.0,StitchMICE_ORKfh16_2_1023_CP_FINAL.tif,48.0,184.0
60998,StitchMICE_ORKfh16_2_1023_CP_FINAL_832_832_23.tif,01 Whitecoats,108.0,753.0,StitchMICE_ORKfh16_2_1023_CP_FINAL.tif,168.0,813.0
61010,StitchMICE_ORKfh16_2_1023_CP_FINAL_832_832_23.tif,01 Whitecoats,175.0,639.0,StitchMICE_ORKfh16_2_1023_CP_FINAL.tif,235.0,699.0
16484,StitchMICE_IHtr16_1_0921_CP_FINAL_832_832_11.tif,01 Whitecoats,331.0,77.0,StitchMICE_IHtr16_1_0921_CP_FINAL.tif,391.0,137.0
16485,StitchMICE_IHtr16_1_0921_CP_FINAL_832_832_11.tif,01 Whitecoats,546.0,625.0,StitchMICE_IHtr16_1_0921_CP_FINAL.tif,606.0,685.0
6930,StitchMICE_IHei16_2_1001_CP_FINAL_832_832_7.tif,01 Whitecoats,475.0,-28.0,StitchMICE_IHei16_2_1001_CP_FINAL.tif,535.0,32.0
92021,StitchMICE_ORKss16_2_1023_CP_FINAL_832_832_6.tif,01 Whitecoats,-21.0,160.0,StitchMICE_ORKss16_2_1023_CP_FINAL.tif,39.0,220.0
92022,StitchMICE_ORKss16_2_1023_CP_FINAL_832_832_6.tif,01 Whitecoats,607.0,104.0,StitchMICE_ORKss16_2_1023_CP_FINAL.tif,667.0,164.0
92026,StitchMICE_ORKss16_2_1023_CP_FINAL_832_832_6.tif,01 Whitecoats,801.0,713.0,StitchMICE_ORKss16_2_1023_CP_FINAL.tif,861.0,773.0
92027,StitchMICE_ORKss16_2_1023_CP_FINAL_832_832_7.tif,01 Whitecoats,225.0,172.0,StitchMICE_ORKss16_2_1023_CP_FINAL.tif,285.0,232.0
92028,StitchMICE_ORKss16_2_1023_CP_FINAL_832_832_7.tif,01 Whitecoats,131.0,188.0,StitchMICE_ORKss16_2_1023_CP_FINAL.tif,191.0,248.0
92029,StitchMICE_ORKss16_2_1023_CP_FINAL_832_832_7.tif,01 Whitecoats,121.0,367.0,StitchMICE_ORKss16_2_1023_CP_FINAL.tif,181.0,427.0
92038,StitchMICE_ORKss16_2_1023_CP_FINAL_832_832_7.tif,01 Whitecoats,-14.0,539.0,StitchMICE_ORKss16_2_1023_CP_FINAL.tif,46.0,599.0
84472,StitchMICE_ORKsf16_3_1116_CP_FINAL_832_832_37.tif,02 Moulted,401.0,673.0,StitchMICE_ORKsf16_3_1116_CP_FINAL.tif,461.0,733.0
84324,StitchMICE_ORKsf16_3_1116_CP_FINAL_832_832_38.tif,01 Whitecoats,131.0,6.0,StitchMICE_ORKsf16_3_1116_CP_FINAL.tif,191.0,66.0
84325,StitchMICE_ORKsf16_3_1116_CP_FINAL_832_832_38.tif,01 Whitecoats,134.0,128.0,StitchMICE_ORKsf16_3_1116_CP_FINAL.tif,194.0,188.0
84326,StitchMICE_ORKsf16_3_1116_CP_FINAL_832_832_38.tif,01 Whitecoats,135.0,398.0,StitchMICE_ORKsf16_3_1116_CP_FINAL.tif,195.0,458.0
84327,StitchMICE_ORKsf16_3_1116_CP_FINAL_832_832_38.tif,01 Whitecoats,186.0,527.0,StitchMICE_ORKsf16_3_1116_CP_FINAL.tif,246.0,587.0
47722,StitchMICE_OHsm16_2_1022_CP_FINAL_832_832_11.tif,01 Whitecoats,212.0,48.0,StitchMICE_OHsm16_2_1022_CP_FINAL.tif,272.0,108.0
47716,StitchMICE_OHsm16_2_1022_CP_FINAL_832_832_12.tif,01 Whitecoats,796.0,308.0,StitchMICE_OHsm16_2_1022_CP_FINAL.tif,856.0,368.0
47717,StitchMICE_OHsm16_2_1022_CP_FINAL_832_832_12.tif,01 Whitecoats,659.0,173.0,StitchMICE_OHsm16_2_1022_CP_FINAL.tif,719.0,233.0
47718,StitchMICE_OHsm16_2_1022_CP_FINAL_832_832_12.tif,01 Whitecoats,801.0,108.0,StitchMICE_OHsm16_2_1022_CP_FINAL.tif,861.0,168.0
47719,StitchMICE_OHsm16_2_1022_CP_FINAL_832_832_12.tif,01 Whitecoats,689.0,41.0,StitchMICE_OHsm16_2_1022_CP_FINAL.tif,749.0,101.0
47740,StitchMICE_OHsm16_2_1022_CP_FINAL_832_832_13.tif,01 Whitecoats,62.0,17.0,StitchMICE_OHsm16_2_1022_CP_FINAL.tif,122.0,77.0
47792,StitchMICE_OHsm16_2_1022_CP_FINAL_832_832_13.tif,02 Moulted,558.0,623.0,StitchMICE_OHsm16_2_1022_CP_FINAL.tif,618.0,683.0
47741,StitchMICE_OHsm16_2_1022_CP_FINAL_832_832_14.tif,01 Whitecoats,371.0,-15.0,StitchMICE_OHsm16_2_1022_CP_FINAL.tif,431.0,45.0
47793,StitchMICE_OHsm16_2_1022_CP_FINAL_832_832_14.tif,02 Moulted,337.0,55.0,StitchMICE_OHsm16_2_1022_CP_FINAL.tif,397.0,115.0
28,StitchMICE_FoFcr16_4_1115_CP_FINAL_832_832_1.tif,01 Whitecoats,15.0,627.0,StitchMICE_FoFcr16_4_1115_CP_FINAL.tif,75.0,687.0
30,StitchMICE_FoFcr16_4_1115_CP_FINAL_832_832_1.tif,01 Whitecoats,41.0,255.0,StitchMICE_FoFcr16_4_1115_CP_FINAL.tif,101.0,315.0
43,StitchMICE_FoFcr16_4_1115_CP_FINAL_832_832_1.tif,01 Whitecoats,709.0,743.0,StitchMICE_FoFcr16_4_1115_CP_FINAL.tif,769.0,803.0
46,StitchMICE_FoFcr16_4_1115_CP_FINAL_832_832_1.tif,01 Whitecoats,162.0,738.0,StitchMICE_FoFcr16_4_1115_CP_FINAL.tif,222.0,798.0
47,StitchMICE_FoFcr16_4_1115_CP_FINAL_832_832_1.tif,01 Whitecoats,566.0,541.0,StitchMICE_FoFcr16_4_1115_CP_FINAL.tif,626.0,601.0
48,StitchMICE_FoFcr16_4_1115_CP_FINAL_832_832_1.tif,01 Whitecoats,427.0,476.0,StitchMICE_FoFcr16_4_1115_CP_FINAL.tif,487.0,536.0
49,StitchMICE_FoFcr16_4_1115_CP_FINAL_832_832_1.tif,01 Whitecoats,341.0,492.0,StitchMICE_FoFcr16_4_1115_CP_FINAL.tif,401.0,552.0
50,StitchMICE_FoFcr16_4_1115_CP_FINAL_832_832_1.tif,01 Whitecoats,299.0,477.0,StitchMICE_FoFcr16_4_1115_CP_FINAL.tif,359.0,537.0
51,StitchMICE_FoFcr16_4_1115_CP_FINAL_832_832_1.tif,01 Whitecoats,310.0,445.0,StitchMICE_FoFcr16_4_1115_CP_FINAL.tif,370.0,505.0
52,StitchMICE_FoFcr16_4_1115_CP_FINAL_832_832_1.tif,01 Whitecoats,268.0,409.0,StitchMICE_FoFcr16_4_1115_CP_FINAL.tif,328.0,469.0
53,StitchMICE_FoFcr16_4_1115_CP_FINAL_832_832_1.tif,01 Whitecoats,267.0,267.0,StitchMICE_FoFcr16_4_1115_CP_FINAL.tif,327.0,327.0
54,StitchMICE_FoFcr16_4_1115_CP_FINAL_832_832_1.tif,01 Whitecoats,357.0,312.0,StitchMICE_FoFcr16_4_1115_CP_FINAL.tif,417.0,372.0
55,StitchMICE_FoFcr16_4_1115_CP_FINAL_832_832_1.tif,01 Whitecoats,359.0,381.0,StitchMICE_FoFcr16_4_1115_CP_FINAL.tif,419.0,441.0
56,StitchMICE_FoFcr16_4_1115_CP_FINAL_832_832_1.tif,01 Whitecoats,438.0,278.0,StitchMICE_FoFcr16_4_1115_CP_FINAL.tif,498.0,338.0
60,StitchMICE_FoFcr16_4_1115_CP_FINAL_832_832_1.tif,01 Whitecoats,787.0,27.0,StitchMICE_FoFcr16_4_1115_CP_FINAL.tif,847.0,87.0
64,StitchMICE_FoFcr16_4_1115_CP_FINAL_832_832_1.tif,01 Whitecoats,287.0,82.0,StitchMICE_FoFcr16_4_1115_CP_FINAL.tif,347.0,142.0
65,StitchMICE_FoFcr16_4_1115_CP_FINAL_832_832_1.tif,01 Whitecoats,49.0,42.0,StitchMICE_FoFcr16_4_1115_CP_FINAL.tif,109.0,102.0
67,StitchMICE_FoFcr16_4_1115_CP_FINAL_832_832_1.tif,02 Moulted,423.0,416.0,StitchMICE_FoFcr16_4_1115_CP_FINAL.tif,483.0,476.0
20,StitchMICE_FoFcr16_4_1115_CP_FINAL_832_832_2.tif,01 Whitecoats,525.0,433.0,StitchMICE_FoFcr16_4_1115_CP_FINAL.tif,585.0,493.0
21,StitchMICE_FoFcr16_4_1115_CP_FINAL_832_832_2.tif,01 Whitecoats,401.0,414.0,StitchMICE_FoFcr16_4_1115_CP_FINAL.tif,461.0,474.0
22,StitchMICE_FoFcr16_4_1115_CP_FINAL_832_832_2.tif,01 Whitecoats,206.0,384.0,StitchMICE_FoFcr16_4_1115_CP_FINAL.tif,266.0,444.0
23,StitchMICE_FoFcr16_4_1115_CP_FINAL_832_832_2.tif,01 Whitecoats,-1.0,453.0,StitchMICE_FoFcr16_4_1115_CP_FINAL.tif,59.0,513.0
24,StitchMICE_FoFcr16_4_1115_CP_FINAL_832_832_2.tif,01 Whitecoats,114.0,790.0,StitchMICE_FoFcr16_4_1115_CP_FINAL.tif,174.0,850.0
41,StitchMICE_FoFcr16_4_1115_CP_FINAL_832_832_2.tif,01 Whitecoats,42.0,-22.0,StitchMICE_FoFcr16_4_1115_CP_FINAL.tif,102.0,38.0
42,StitchMICE_FoFcr16_4_1115_CP_FINAL_832_832_2.tif,01 Whitecoats,66.0,198.0,StitchMICE_FoFcr16_4_1115_CP_FINAL.tif,126.0,258.0
607,StitchMICE_FoFik16_4_1115_CP_FINAL_832_832_15.tif,01 Whitecoats,801.0,127.0,StitchMICE_FoFik16_4_1115_CP_FINAL.tif,861.0,187.0
608,StitchMICE_FoFik16_4_1115_CP_FINAL_832_832_15.tif,01 Whitecoats,778.0,239.0,StitchMICE_FoFik16_4_1115_CP_FINAL.tif,838.0,299.0
596,StitchMICE_FoFik16_4_1115_CP_FINAL_832_832_16.tif,01 Whitecoats,522.0,129.0,StitchMICE_FoFik16_4_1115_CP_FINAL.tif,582.0,189.0
597,StitchMICE_FoFik16_4_1115_CP_FINAL_832_832_16.tif,01 Whitecoats,451.0,96.0,StitchMICE_FoFik16_4_1115_CP_FINAL.tif,511.0,156.0
595,StitchMICE_FoFik16_4_1115_CP_FINAL_832_832_17.tif,01 Whitecoats,125.0,673.0,StitchMICE_FoFik16_4_1115_CP_FINAL.tif,185.0,733.0
16049,StitchMICE_IHsc16_4_1022_CP_FINAL_832_832_5.tif,02 Moulted,546.0,710.0,StitchMICE_IHsc16_4_1022_CP_FINAL.tif,606.0,770.0
16100,StitchMICE_IHsc16_4_1022_CP_FINAL_832_832_6.tif,01 Whitecoats,560.0,653.0,StitchMICE_IHsc16_4_1022_CP_FINAL.tif,620.0,713.0
16108,StitchMICE_IHsc16_4_1022_CP_FINAL_832_832_6.tif,01 Whitecoats,10.0,529.0,StitchMICE_IHsc16_4_1022_CP_FINAL.tif,70.0,589.0
16041,StitchMICE_IHsc16_4_1022_CP_FINAL_832_832_7.tif,02 Moulted,398.0,706.0,StitchMICE_IHsc16_4_1022_CP_FINAL.tif,458.0,766.0
16042,StitchMICE_IHsc16_4_1022_CP_FINAL_832_832_7.tif,02 Moulted,33.0,665.0,StitchMICE_IHsc16_4_1022_CP_FINAL.tif,93.0,725.0
16036,StitchMICE_IHsc16_4_1022_CP_FINAL_832_832_8.tif,02 Moulted,53.0,506.0,StitchMICE_IHsc16_4_1022_CP_FINAL.tif,113.0,566.0
16045,StitchMICE_IHsc16_4_1022_CP_FINAL_832_832_8.tif,02 Moulted,10.0,18.0,StitchMICE_IHsc16_4_1022_CP_FINAL.tif,70.0,78.0
49435,StitchMICE_OHst16_2_1022_CP_FINAL_832_832_5.tif,01 Whitecoats,736.0,337.0,StitchMICE_OHst16_2_1022_CP_FINAL.tif,796.0,397.0
49424,StitchMICE_OHst16_2_1022_CP_FINAL_832_832_6.tif,01 Whitecoats,271.0,719.0,StitchMICE_OHst16_2_1022_CP_FINAL.tif,331.0,779.0
49425,StitchMICE_OHst16_2_1022_CP_FINAL_832_832_6.tif,01 Whitecoats,-3.0,644.0,StitchMICE_OHst16_2_1022_CP_FINAL.tif,57.0,704.0
49436,StitchMICE_OHst16_2_1022_CP_FINAL_832_832_6.tif,01 Whitecoats,254.0,97.0,StitchMICE_OHst16_2_1022_CP_FINAL.tif,314.0,157.0
49413,StitchMICE_OHst16_2_1022_CP_FINAL_832_832_8.tif,01 Whitecoats,162.0,71.0,StitchMICE_OHst16_2_1022_CP_FINAL.tif,222.0,131.0
49397,StitchMICE_OHst16_2_1022_CP_FINAL_832_832_10.tif,01 Whitecoats,218.0,441.0,StitchMICE_OHst16_2_1022_CP_FINAL.tif,278.0,501.0
49398,StitchMICE_OHst16_2_1022_CP_FINAL_832_832_10.tif,01 Whitecoats,490.0,439.0,StitchMICE_OHst16_2_1022_CP_FINAL.tif,550.0,499.0
49481,StitchMICE_OHst16_2_1022_CP_FINAL_832_832_10.tif,02 Moulted,550.0,549.0,StitchMICE_OHst16_2_1022_CP_FINAL.tif,610.0,609.0
49479,StitchMICE_OHst16_2_1022_CP_FINAL_832_832_12.tif,02 Moulted,568.0,644.0,StitchMICE_OHst16_2_1022_CP_FINAL.tif,628.0,704.0
64945,StitchMICE_ORKhh16_3_1104_CP_FINAL_832_832_4.tif,01 Whitecoats,-2.0,629.0,StitchMICE_ORKhh16_3_1104_CP_FINAL.tif,58.0,689.0
64947,StitchMICE_ORKhh16_3_1104_CP_FINAL_832_832_4.tif,01 Whitecoats,-26.0,413.0,StitchMICE_ORKhh16_3_1104_CP_FINAL.tif,34.0,473.0
64948,StitchMICE_ORKhh16_3_1104_CP_FINAL_832_832_4.tif,01 Whitecoats,-27.0,352.0,StitchMICE_ORKhh16_3_1104_CP_FINAL.tif,33.0,412.0
64949,StitchMICE_ORKhh16_3_1104_CP_FINAL_832_832_4.tif,01 Whitecoats,375.0,279.0,StitchMICE_ORKhh16_3_1104_CP_FINAL.tif,435.0,339.0
64950,StitchMICE_ORKhh16_3_1104_CP_FINAL_832_832_4.tif,01 Whitecoats,343.0,481.0,StitchMICE_ORKhh16_3_1104_CP_FINAL.tif,403.0,541.0
64982,StitchMICE_ORKhh16_3_1104_CP_FINAL_832_832_4.tif,01 Whitecoats,342.0,-14.0,StitchMICE_ORKhh16_3_1104_CP_FINAL.tif,402.0,46.0
64983,StitchMICE_ORKhh16_3_1104_CP_FINAL_832_832_4.tif,01 Whitecoats,322.0,27.0,StitchMICE_ORKhh16_3_1104_CP_FINAL.tif,382.0,87.0
64984,StitchMICE_ORKhh16_3_1104_CP_FINAL_832_832_4.tif,01 Whitecoats,287.0,26.0,StitchMICE_ORKhh16_3_1104_CP_FINAL.tif,347.0,86.0
64985,StitchMICE_ORKhh16_3_1104_CP_FINAL_832_832_4.tif,01 Whitecoats,107.0,36.0,StitchMICE_ORKhh16_3_1104_CP_FINAL.tif,167.0,96.0
64986,StitchMICE_ORKhh16_3_1104_CP_FINAL_832_832_4.tif,01 Whitecoats,120.0,222.0,StitchMICE_ORKhh16_3_1104_CP_FINAL.tif,180.0,282.0
65255,StitchMICE_ORKhh16_3_1104_CP_FINAL_832_832_5.tif,03 Dead Pups,163.0,258.0,StitchMICE_ORKhh16_3_1104_CP_FINAL.tif,223.0,318.0
64795,StitchMICE_ORKhh16_3_1104_CP_FINAL_832_832_20.tif,01 Whitecoats,204.0,222.0,StitchMICE_ORKhh16_3_1104_CP_FINAL.tif,264.0,282.0
64796,StitchMICE_ORKhh16_3_1104_CP_FINAL_832_832_20.tif,01 Whitecoats,76.0,20.0,StitchMICE_ORKhh16_3_1104_CP_FINAL.tif,136.0,80.0
83441,StitchMICE_ORKps16_4_1128_CP_FINAL_832_832_3.tif,06 Hg-Juveniles,521.0,756.0,StitchMICE_ORKps16_4_1128_CP_FINAL.tif,581.0,816.0
21378,StitchMICE_OHbb16_1_0930_CP_FINAL_832_832_15.tif,01 Whitecoats,-16.0,288.0,StitchMICE_OHbb16_1_0930_CP_FINAL.tif,44.0,348.0
89304,StitchMICE_ORKso16_2_1103_CP_FINAL_832_832_16.tif,01 Whitecoats,379.0,682.0,StitchMICE_ORKso16_2_1103_CP_FINAL.tif,439.0,742.0
89308,StitchMICE_ORKso16_2_1103_CP_FINAL_832_832_16.tif,01 Whitecoats,315.0,174.0,StitchMICE_ORKso16_2_1103_CP_FINAL.tif,375.0,234.0
89309,StitchMICE_ORKso16_2_1103_CP_FINAL_832_832_16.tif,01 Whitecoats,383.0,426.0,StitchMICE_ORKso16_2_1103_CP_FINAL.tif,443.0,486.0
89310,StitchMICE_ORKso16_2_1103_CP_FINAL_832_832_16.tif,01 Whitecoats,466.0,517.0,StitchMICE_ORKso16_2_1103_CP_FINAL.tif,526.0,577.0
89311,StitchMICE_ORKso16_2_1103_CP_FINAL_832_832_16.tif,01 Whitecoats,248.0,98.0,StitchMICE_ORKso16_2_1103_CP_FINAL.tif,308.0,158.0
89297,StitchMICE_ORKso16_2_1103_CP_FINAL_832_832_17.tif,01 Whitecoats,396.0,687.0,StitchMICE_ORKso16_2_1103_CP_FINAL.tif,456.0,747.0
89307,StitchMICE_ORKso16_2_1103_CP_FINAL_832_832_17.tif,01 Whitecoats,245.0,600.0,StitchMICE_ORKso16_2_1103_CP_FINAL.tif,305.0,660.0
